time,cv,ml,blend
0,20,88.6242592
5,60,81.27247320000001
10,100,83.8524332
15,40,73.760796
20,60,94.8948324
25,60,95.62622660000002
30,100,91.1899044
35,60,95.419762
40,100,91.95370439999999
45,60,96.85481200000001
50,100,96.62244059999999
55,100,90.77355159999999
60,100,90.25154599999999
65,100,89.9877572
70,60,95.57223919999998
75,60,93.46720239999999
80,60,90.13890239999999
85,60,90.1241398
90,60,92.37404819999999
95,20,91.4087272
100,20,47.09991796
105,20,15.310842
110,60,90
